latitude,longitude,status_id,water_source_clean,water_source_category,distance_to_primary_road,distance_to_secondary_road,distance_to_tertiary_road,distance_to_city,distance_to_town,local_population_1km,water_point_population,pressure_score,is_urban
-0.1305076,34.5410485,Yes,Undefined Well,Well,13627.461743922227,2374.8919631754484,2995.7743206843124,23920.692112863555,20893.016044249565,1591.0,199.0,0.663333333333333,false
-0.505278289318085,34.7534065246582,Yes,Protected Well,Well,17447.96870917114,1914.724480729197,7108.388558334755,18219.50310851061,2157.7303322929374,2273.0,473.0,1.576666666666667,false
-0.14163999,34.887535,Yes,Borehole/Tubewell,Well,6474.644203089803,5498.135562101119,3342.0958311164054,15450.761839748866,4882.578127116479,2510.0,155.0,0.516666666666667,false
-0.6174802,34.8349951,Yes,Borehole/Tubewell,Well,9419.705725791657,3070.6799755865054,109.06393265630264,9430.207966245058,12543.848403370348,3351.0,2567.0,8.556666666666667,false
-0.464075088500977,34.669734954833984,Yes,Borehole/Tubewell,Well,23938.390648660457,3425.203060635876,1048.4167943830732,25192.517674482024,4580.036782510747,1402.0,936.0,3.12,false
-0.0271362,34.6938126,Yes,Protected Well,Well,5183.405316198786,1043.6709172296046,3384.8427638831376,10740.419918148824,5772.076012396782,2652.0,579.0,1.93,false
0.029629999771714,34.6943359375,Yes,Protected Well,Well,9506.233595770507,308.31770678126094,621.5625937300008,16098.47867090926,3404.856368005841,3186.0,135.0,0.45,false
-0.49295499920845,34.71990966796875,Yes,Protected Well,Well,19198.760386241287,394.3896709957823,3512.108895180437,20226.579268614856,2485.828035976777,3329.0,873.0,2.91,false
0.019666666164994,34.704463958740234,Yes,Protected Well,Well,9283.247141619884,1040.0279022770203,2171.3440942793286,14640.126761662508,3469.320973971123,3415.0,224.0,0.746666666666667,false
-0.008833,34.766667,Yes,Protected Well,Well,7927.916624849286,2736.146680887314,3292.107408145116,10495.115093483331,2806.919647175723,1219.0,779.0,2.596666666666667,false
-0.3127194,34.9379693,Yes,Borehole/Tubewell,Well,15286.502718995282,428.34859017456296,117.85164608840556,30932.396351241016,15658.802732681836,2127.0,612.0,2.04,false
-0.714954,34.6281055,Yes,Borehole/Tubewell,Well,15186.988064297911,4821.939373260082,1395.3146605414522,16344.115692511885,5450.995698351764,2544.0,579.0,1.93,false
-0.006913333199918,34.68887710571289,Yes,Protected Well,Well,5954.261612341168,3316.41331363548,4733.871440894334,12865.239153550014,5618.978304602159,3309.0,1142.0,3.806666666666667,false
0.0098792926,34.6811857701,Yes,Protected Well,Well,6879.569503151494,2208.360853797567,2991.45226645236,14884.986317445166,5930.177165562126,2332.0,199.0,0.663333333333333,false
-0.029848333448172,34.45552062988281,Yes,Borehole/Tubewell,Well,15194.588138626035,4151.51715695084,650.7874643268871,34213.796532635664,20490.69095748961,2215.0,601.0,2.003333333333333,false
0.048964999616146,34.347713470458984,Yes,Protected Well,Well,12029.623519667532,750.2943864651429,5532.945581313387,48263.54543147774,6966.470119790032,2294.0,772.0,2.573333333333333,false
-0.151796,34.844837,Yes,Borehole/Tubewell,Well,9028.08198588094,1735.0623394435156,4541.578811898978,11448.72737656276,8564.747416587112,3166.0,86.0,0.286666666666667,false
-0.179667,34.849739,Yes,Protected Well,Well,9584.095104248066,3681.93013197054,1995.2769445780416,13608.830057753084,7752.278523806194,1757.0,544.0,1.813333333333333,false
0.013403333723545,34.68649673461914,Yes,Protected Well,Well,7523.606789174352,1934.2598037949956,2428.22876042171,14908.861560763691,5236.747780952654,2580.0,208.0,0.693333333333333,false
-0.851110967,34.5988667879,Yes,Borehole/Tubewell,Well,27058.800285272577,9419.81136871555,564.8736713406905,27517.720085128847,9767.434547437284,1709.0,816.0,2.72,false
-0.128232,34.969795,Yes,Protected Well,Well,3279.8393449282926,8186.394845048573,726.1140740542579,24165.3474007672,7471.191110352451,2871.0,117.0,0.39,false
-0.0169143076,34.7128836877,Yes,Protected Well,Well,6431.897664739979,1620.8334686339144,1995.027664433052,10561.74582864965,3367.7806244025046,2866.0,698.0,2.326666666666667,false
-0.7173151,35.0271415,Yes,Protected Well,Well,1356.8493214490427,5739.419561635375,3852.3371559872776,29350.319703328238,5776.565670456236,716.0,345.0,1.15,false
-0.580456667,35.02779667,Yes,Protected Well,Well,13301.61426269023,2158.583290326676,1327.981038581022,30567.530579233586,7641.377581568657,2300.0,910.0,3.033333333333333,false
-0.7626669,34.6040122,Yes,Borehole/Tubewell,Well,20040.66712407885,139.49902006008077,742.9891315377198,20944.937068793854,555.0824222100005,4446.0,976.0,3.253333333333333,false
0.048673331737518,34.68435287475586,Yes,Protected Well,Well,9894.672582454948,1737.6976998364098,302.8240210616348,18475.83565581719,3914.2636853615736,3811.0,131.0,0.436666666666667,false
-0.464663326740265,34.767303466796875,Yes,Protected Well,Well,21985.303717508305,5679.67051434331,6901.1458499995615,22640.013867914466,6188.78100905754,1067.0,313.0,1.043333333333333,false
