elevation,land_cover_class,mean_distance_to_water,mean_ndvi,nighttime_light,score,slope,tile_id
-0.3288011325633999,-0.40080579240281744,0.6485010723013975,1.015453405957678,-0.16221927974964054,0.7649264295776323,-0.2860882780374949,tile_0
-0.13671156973513823,-0.4008057924028152,-1.2949803623855196,0.14967447234927822,-0.21500219229998302,-1.132534907779077,-0.16468202824085124,tile_1
-0.44245449081797134,0.11217090435846874,-2.381494747862542,-0.029886520817830806,-0.21260538071318383,-2.180594202196041,-0.6472500044766843,tile_2
-0.21173908851902148,-0.4008057924028132,0.6485010723013975,1.075838106771664,-0.07543953226109626,0.512696926246408,-0.0756126347611043,tile_3
-0.32726958020149527,-0.40080579240280906,-1.9035613750447375,-0.34712670436461973,-0.22936958085364145,-0.63631368317843,-0.26915224013749955,tile_4
-0.2585893208893574,-0.4008057924028172,-1.0240752092259435,1.1146058586437113,-0.14687234212909284,1.1072931461837696,-0.1830336893250676,tile_5
-0.41603003966689606,0.112170904358464,0.6485010723013975,-0.5552294422729013,-0.22825009254731335,0.4623667822975806,-0.3926753452796617,tile_6
0.35142746027897404,-0.4008057924028098,0.6485010723013975,1.611181891363017,0.014344242795499144,0.8193402996825692,1.3861998663844701,tile_7
-0.335865617930888,-0.9137824891640933,0.6485010723013975,-0.28456410083812916,-0.1368785007130578,0.8245260499120675,-0.33853893842494404,tile_8
-0.5112668515027884,2.677054388164865,-1.9431849501420377,-2.996165995882124,-0.25834986633270957,0.655906538083862,-1.1424121426436475,tile_9
-0.1689044195573668,-0.40080579240281106,0.6485010723013975,0.8354874852129882,-0.18060273374805497,0.39280765408397733,-0.19696930015164382,tile_10
0.5761781254692262,0.11217090435846619,0.6485010723013975,-1.4246760993329932,-0.21551192925477233,-1.1873948595078954,-0.44783519982760234,tile_11
-0.3038697176873686,-0.4008057924028114,0.6485010723013975,-0.28322008196436776,-0.15951007810479162,0.007631441702002077,-0.3350175676093744,tile_12
-0.29835333852122753,0.6251476011197485,-1.4681101672834145,0.4910615707481851,-0.2620793071961109,0.9120476343943247,0.025639046975588366,tile_13
-0.17752347155163492,-0.40080579240281416,0.6485010723013975,-0.5878173393410635,-0.19590663940629457,0.9816706891828072,-0.15825820271527755,tile_14
-0.4653254642726627,0.11217090435846437,-1.480772076752551,-0.19157997601261462,-0.24157556777199893,0.7661293217411185,-0.37268461364326827,tile_15
-0.33453743448160456,-0.40080579240280756,0.6485010723013975,0.7648734891775971,-0.07579791235312043,1.1391161700537238,-0.29958131282744654,tile_16
-0.09376846906561795,-0.9137824891640933,-0.03997004864080147,0.6963654149181121,-0.11395711576268384,-1.0754205460838695,0.07459693541406408,tile_17
-0.1541515649142093,-0.4008057924028152,0.6485010723013975,0.9897251071763695,-0.18185803148744153,1.3944715860667063,0.016864763239341374,tile_18
-0.16096507800994117,-0.4008057924028109,-1.309171741344616,-0.4807753446839056,-0.19634667498875516,0.3073675950149426,-0.21442853017129923,tile_19
-0.1453406959987999,-0.4008057924028125,0.6485010723013975,0.14038305889049243,-0.12895864888514955,0.9253776321500174,0.11665247320865549,tile_20
-0.2559922364228918,0.11217090435846563,0.6485010723013975,-0.7416744298964448,-0.19711151766517482,0.8131893903041474,-0.36381675116732376,tile_21
0.3777864857341111,-0.9137824891640933,0.6485010723013975,1.7660218900837923,0.7954619740749492,1.2751904899450788,0.7676844016211097,tile_22
-0.1570564544160948,-0.40080579240281744,0.6485010723013975,0.4848053463637616,-0.12374959299211924,-0.8063883944425785,-0.28869521871784515,tile_23
0.4825914567435661,-0.4008057924028092,0.6485010723013975,1.9494417312045385,0.22813672998335935,1.3407402283650456,2.6517399295154305,tile_24
-0.24789559757831747,-0.4008057924028145,0.6485010723013975,-0.9334360373166795,-0.20466441918974557,-0.32521304009204555,-0.40049544869316117,tile_25
0.22177669362386568,-0.9137824891640933,-0.5031273301145093,1.929989393265798,0.1871869675677706,-1.0508485786626263,0.6750214875967192,tile_26
0.6345693435226448,-0.9137824891640923,0.6485010723013975,0.8724003344372575,1.2689634476767728,1.8102901873805763,1.7517465923901039,tile_27
-0.19002632326994692,-0.4008057924028136,0.6485010723013975,-0.5224455188821517,-0.19101585726163858,0.716268090775263,-0.04018072356309747,tile_28
-0.0815953164207616,-0.913782489164093,-1.1549031238062033,0.8234147468275279,0.034138031227306034,0.4160112402846296,0.08619784294666027,tile_29
-0.2989830396733912,-0.4008057924028145,0.6485010723013975,0.0732654372417514,-0.21877863869242725,-1.2176284296328332,-0.17727661103910286,tile_30
-0.4832040390987202,0.11217090435846563,-0.2236199149981296,-0.2386136475915439,-0.24460364514249225,0.7598736210862762,-0.22821517208417555,tile_31
-0.33095116130118535,-0.4008057924028138,-1.1612775665451458,-0.6247776864837484,-0.18620320247129654,1.339403408527136,-0.19603976561096662,tile_32
0.004016959809018989,-0.9137824891640924,-0.1252201616493947,1.10067785350809,2.719336273610307,1.2209867428795191,0.2810585205458801,tile_33
-0.37963139802523227,-0.4008057924028132,0.6485010723013975,-0.8723767203439317,-0.16206859382350378,0.44252455225557397,-0.43359653943670656,tile_34
0.11642469251940867,2.677054388164865,-2.1326068257992614,-2.3609052331605413,-0.18253356989291764,0.45298129429800277,-0.20450768735625352,tile_35
-0.3963459062670948,0.11217090435846619,-1.362386259313386,-0.24411533219620554,-0.16846112771602123,-1.2088659659875969,-0.3925955569615329,tile_36
-0.3258679004737746,-0.4008057924028152,0.6485010723013975,-0.6896970440128585,-0.14813496642646642,0.663056963151711,-0.20525043338409402,tile_37
-0.2039625186549813,0.11217090435846437,0.6485010723013975,-0.8529160555170079,-0.1759401918692999,-0.5432973558558962,-0.44483459324141184,tile_38
-0.24189343838906044,0.11217090435846254,0.6485010723013975,0.07550476680249896,-0.2523341961820144,-1.170589738080091,-0.2557686650065326,tile_39
-0.21479656277331702,0.11217090435846455,0.6485010723013975,0.04249294808283406,-0.15320812575796575,-0.8540797718025614,-0.32519986441954646,tile_40
-0.47218813594931097,0.1121709043584629,-2.389829389531193,0.04341438214481844,-0.13660392762386667,1.1997278652981938,-0.41559807364253426,tile_41
0.5358362573832242,-0.9137824891640933,0.6485010723013975,2.4082890342717596,-0.07870721741200651,0.08451637130690864,2.5310944479809403,tile_42
-0.318752170945788,-0.4008057924028134,0.6485010723013975,0.27786614717857694,-0.11204660611871038,0.7612696940024376,-0.061342276111931576,tile_43
-0.21659689262355475,-0.40080579240281267,-1.2275641767479089,0.7472002627856551,-0.08094244021006276,-0.33742336553824065,0.09153580864716783,tile_44
-0.9543915621475915,-0.40080579240281106,0.6485010723013975,0.5829740272652205,-0.15643707260790296,-2.180594202196041,0.010081044451065817,tile_45
-0.19035322263180426,-0.40080579240281233,0.6485010723013975,1.4084766597703895,-0.08991622673479324,0.3703566043687607,-0.01601597497738572,tile_46
-0.30542909071906804,-0.40080579240281305,-1.557004877418132,-0.456187216723645,-0.16760546282282607,1.2690967793937218,0.007824627965960175,tile_47
0.7210235086564477,-0.4008057924028136,0.6485010723013975,0.9537164054104355,-0.07204302951568096,-0.739306597718812,0.6778739003707677,tile_48
-0.3868597427307994,-0.40080579240281106,0.6485010723013975,-0.6787970803897686,-0.05975632597761121,0.4975884589917534,-0.19701469870226904,tile_49
-0.32891578070660665,-0.40080579240281305,0.6485010723013975,0.5429702127623068,-0.26543573519740166,1.3111104145452557,-0.12266401417263291,tile_50
-0.0444527136213135,0.11217090435846601,0.6485010723013975,-0.889708238085219,-0.18949299340239892,-1.2933613911295099,-0.4101234672672435,tile_51
0.342984439832462,0.11217090435846619,0.6485010723013975,-0.8810162087756419,-0.20742737978608197,-1.2967672832428405,-0.26616076632664104,tile_52
-0.15278242446211943,-0.40080579240280084,0.6485010723013975,0.2735208806630382,-0.17640433761431268,1.2779876904121104,-0.24606142805161535,tile_53
0.44977519314930586,-0.9137824891640927,0.6485010723013975,0.8598985890156677,-0.23739717295079804,0.08942599192280214,1.4879215553940355,tile_54
-0.09528909705671725,-0.9137824891640858,0.6485010723013975,0.2766341474003559,-0.11366151204781873,0.0493235167056441,-0.057603093731741294,tile_55
1.8940512628360036,-0.4008057924028105,0.6485010723013975,-0.07909322811909478,-0.056412377690780155,0.5716997059473659,0.3961463677552125,tile_56
-0.16390635836285855,-0.4008057924028145,0.6485010723013975,0.01944321467613338,-0.1328591197538872,-1.3659174181382745,-0.3564225145057793,tile_57
-0.17645090060113028,-0.4008057924028094,0.6485010723013975,-0.08750991731260788,-0.11242606987702226,0.6917953829978731,-0.19104196856425348,tile_58
-0.3041234336701207,-0.9137824891640912,0.6485010723013975,1.0581052124969863,-0.12445657062130962,1.2502743230507456,-0.18633244930871545,tile_59
0.747615149359018,-0.4008057924028138,0.6485010723013975,1.003604260287054,-0.1876956091279915,0.2731893290571678,1.2406486500935539,tile_60
0.9603093029385869,-0.4008057924028114,0.6485010723013975,0.8402133555115076,0.08910784853594364,0.009047386958711016,0.06570481273419948,tile_61
-0.28879556996447914,-0.4008057924028178,0.6485010723013975,0.6592908932928279,-0.18595094850506227,0.8960192846118422,-0.26226935056743306,tile_62
-0.34036870955400905,0.11217090435846619,0.6485010723013975,-0.03186545190708834,-0.26240482480457633,-2.180594202196041,-0.42843596832552805,tile_63
0.25337125540898786,1.651100994642288,-1.37513710888492,-0.1925309950776046,13.739571114436915,1.1913904469207541,0.44116602713471603,tile_64
-0.15660650566651596,-0.40080579240281233,0.6485010723013975,-0.21644817125374882,-0.11946632964470529,-1.141490226041269,-0.14871197747592174,tile_65
1.8615071128607155,-0.4008057924028098,-0.7843105439269872,0.5318707151232576,0.03443340985522712,0.3470507698975659,1.447866917651364,tile_66
-0.1825771451150178,-0.4008057924028156,0.6485010723013975,0.4822499095425167,-0.1595368920904751,0.3176447727037366,-0.15597842742412435,tile_67
-0.4060516243677962,-0.4008057924028169,-1.1612437764700612,-0.686434404172634,-0.1271733438755982,0.42841538019224457,-0.2500382315955925,tile_68
-0.49685215811491185,2.6770543881648536,-2.272931106729591,-0.6142471258789332,-0.03284343323561006,0.5383689820075795,-0.43693399292542917,tile_69
-0.1836244246707221,-0.40080579240281416,-1.5432271106898434,-0.32303193573434313,-0.21005539768830958,0.4345435050205786,-0.25396816919314674,tile_70
-0.23857089141900337,-0.4008057924028114,0.6485010723013975,-0.38354881853573125,-0.15945250193787047,1.0693883965461974,-0.41557162359112426,tile_71
0.00904087579251414,-0.40080579240281466,-0.7188402630616834,0.2097052254461512,0.08885438175727411,0.5116162212224409,-0.1569427487016303,tile_72
-0.34729923526838224,0.11217090435846473,0.6485010723013975,1.0011884898705665,-0.23472833971515475,-0.9098722684639629,-0.2806211608787527,tile_73
0.5014037180010898,0.11217090435846619,0.6485010723013975,-1.3045606634771372,-0.18581254954119564,-1.2423989752563855,-0.5101374512765969,tile_74
-0.14890250218416834,-0.40080579240281033,0.6485010723013975,-0.5459654280595174,-0.2274391578065153,0.39030871276850115,-0.15591317586508013,tile_75
0.316990408899185,-0.9137824891640932,0.6485010723013975,0.6835445767498349,3.072914623285389,0.546693124591283,0.8030024250202086,tile_76
-0.44004398241836234,0.11217090435846601,0.6485010723013975,-0.39173194015459295,-0.20417917519137377,-0.9317475096060865,-0.36209152881708473,tile_77
-0.19630054372856873,-0.4008057924028152,0.6485010723013975,1.120654112464936,-0.2074168406387555,-0.8095614288307244,-0.19045009952455375,tile_78
0.3471817863417566,-0.9137824891640927,-1.2262259405770886,0.9420027298583881,0.7687051075725875,1.5334262864735546,0.19597453758278366,tile_79
-0.5114104249300885,2.677054388164865,0.6485010723013975,-3.0303444154167103,-0.20159473353875093,-0.6567675183540679,-1.1651850250783793,tile_80
-0.258026505530491,0.11217090435847785,0.6485010723013975,-0.7661264063517458,-0.027917364977804008,0.07493244512755134,-0.3460166528842467,tile_81
-0.18869325786465765,-0.40080579240281106,0.6485010723013975,1.418258246626194,-0.08445023726410576,1.2562470625438122,-0.023808318231718403,tile_82
-0.4159613358293728,-0.4008057924028138,-0.8679096578794874,-0.33288815949954037,-0.12152977083872525,0.0803940829846192,-0.2962215955544431,tile_83
-0.30673139224422286,-0.40080579240281416,0.6485010723013975,-0.6918891991914186,-0.1455470455830222,-0.8167863263514765,-0.32413601729110003,tile_84
-0.4581523826667476,2.677054388164865,-1.3007311601462597,-2.5746797388691816,-0.2508963064414253,1.0475107028096604,-1.1651850250783793,tile_85
0.5473974166228008,-0.4008057924028172,0.6485010723013975,0.8829561871807364,-0.1575115427635564,-0.39612672531702364,0.8655450545765762,tile_86
0.18341646933158404,-0.9137824891640932,-1.534266523315049,1.1362219663029298,0.740279819122307,1.4177341169762125,0.09592609615053853,tile_87
-0.5114104249300885,2.677054388164865,0.6485010723013975,-3.108484923720967,-0.20350836775517608,-2.180594202196041,-1.1651850250783793,tile_88
-0.2822148789611099,0.11217090435846984,-0.3757704861848415,0.2594904637151445,-0.18086537814651188,-1.4015389394656228,-0.3242537340850491,tile_89
0.0631800677286659,-0.4008057924028134,0.6485010723013975,0.5211551106196162,-0.12688759526040633,0.5067423418845893,-0.10133023969068726,tile_90
-0.4510711397388042,-0.40080579240281267,-1.7715618662867512,-0.9041084335457109,-0.06833245309998895,-0.36584909916490566,-0.2923091525342916,tile_91
-0.24191506573195873,0.6251476011197511,0.6485010723013975,-0.9958592819281308,-0.2183918579997728,-0.6094768483061597,-0.3568127731814704,tile_92
0.3242669006143724,-0.9137824891640918,0.6485010723013975,1.3715655792433417,0.2577554721262686,1.1474473156743337,0.43986514322056514,tile_93
0.5706450107144535,-0.40080579240281305,0.6485010723013975,1.4053906553523463,-0.17495915983878554,-0.5890234085174222,0.5669058259493723,tile_94
1.1034416030088379,-0.4008057924028101,-0.4175189848489268,0.044507670253162136,0.18812115048628972,1.5214614693209019,-0.15531608059782498,tile_95
0.02807897945646082,-0.9137824891640933,-2.080003479625565,0.8502787305326778,0.1484530574180049,0.47075740632456836,0.5411724351776174,tile_96
-0.028427130757856536,-0.40080579240281505,0.6485010723013975,0.16124983882906724,-0.09428236005991388,1.4403651978990593,-0.38412121968848395,tile_97
-1.021167060176862,0.1121709043584804,0.6485010723013975,-0.10095400462118964,6.10663822124777,-2.180594202196041,0.03051124033941789,tile_98
-0.343186325790239,0.625147601119746,0.6485010723013975,-0.6315680754309465,-0.2905812058469149,0.37671381252368685,-0.2968895370773494,tile_99
-0.439313076293848,-0.40080579240280706,-0.8240561964183141,-0.4761353036007683,-0.15771196653481,1.1598680854236123,-0.3980102394425869,tile_100
-0.4715723963790761,-0.40080579240281505,-2.1666076142669457,-0.13659335499737407,-0.13213125742668186,1.2146845795831354,-0.48303661577857415,tile_101
0.3110234747006897,-0.9137824891640933,0.6485010723013975,1.8355104407523304,-0.11810142820235564,1.9244118174305453,-0.008492995706953846,tile_102
0.09914774484687376,-0.4008057924028145,-0.3572142883311644,-0.23116646426339424,-0.14286808695296274,0.37220575857160326,-0.3267667241298196,tile_103
-0.0728560581335034,-0.4008057924028178,0.6485010723013975,-0.5014814010765036,-0.15572880024355204,0.6700699165174995,-0.14542962227809264,tile_104
3.2601141195390047,-0.9137824891640933,0.6485010723013975,1.4786978332008849,-0.1555787820530519,0.5183687571143007,7.032448524250217,tile_105
1.4125015486007177,-0.40080579240281505,0.6485010723013975,0.7792192068716296,-0.0709590899310867,-0.15153875459280147,2.827195755372854,tile_106
-0.301078877984247,-0.40080579240281416,0.6485010723013975,0.3883022667837777,-0.193324523985157,0.10840001495638586,-0.12172643435355733,tile_107
-1.075674552132964,-0.40080579240281505,0.09688317941664734,0.23461000203213497,-0.15770395110193963,-2.180594202196041,0.15547817937279884,tile_108
-0.3014770823959379,-0.40080579240281505,0.6485010723013975,-0.28457866947123023,-0.14128756502875953,-1.434614706641036,-0.24066436867204408,tile_109
1.0136741905934212,0.11217090435846164,0.6485010723013975,-0.6437896508693355,-0.21011429562441208,-0.8397365674910328,1.6177738360516063,tile_110
-0.3864133956017865,-0.4008057924028116,0.6485010723013975,-0.6760012670557611,-0.0927797232277817,-0.8310107706329501,-0.2865020893090925,tile_111
-0.5114104249300885,2.677054388164865,0.2047223388831819,-2.8896931478920753,-0.09858624921310324,-0.0938036382624411,-1.1651850250783793,tile_112
0.14424536250363784,-0.4008057924028136,0.6485010723013975,-0.3330406809710368,-0.14926764290031952,-0.6347818051525937,-0.2245512034587453,tile_113
-0.2790540538452563,0.11217090435845835,0.6485010723013975,-0.4560898025039924,-0.08207461975624304,-0.6461527914156543,-0.23213230065654603,tile_114
-0.13930432968398054,-0.40080579240280795,0.6485010723013975,0.5030530422238676,-0.12148512719281748,-1.3094270465757771,-0.2681316853590994,tile_115
-1.2925176294932061,-0.9137824891640933,-2.1466492671338555,0.40531883098093735,-0.14912256623102274,-2.180594202196041,0.2793277640227694,tile_116
0.0803456002181429,2.677054388164865,-1.194317088838747,-2.4601659820936628,-0.12884005277695398,0.5335694399161515,-1.1651850250783793,tile_117
-0.16378197242442052,-0.4008057924028145,0.6485010723013975,0.03623456224613966,-0.09103352185415632,-0.523803828090603,-0.21491391080808908,tile_118
-0.3301155720413278,-0.40080579240281194,-1.0838283957434456,0.9981251231978296,-0.05196080522823224,0.4118559865422012,-0.3694631078429284,tile_119
-0.10798403344765799,-0.40080579240281305,0.6485010723013975,1.593387246059748,-0.18630930571141074,-2.180594202196041,-0.27454799892094806,tile_120
-0.3197045975705174,-0.9137824891640933,0.6485010723013975,0.640825350249116,-0.11335186757811778,0.1608755533679393,-0.08846741500280896,tile_121
0.0031052022676032313,-0.4008057924028158,-0.47083729395310137,0.008167952508763964,-0.10724015480681164,0.7337634071960782,-0.07187785576699537,tile_122
-0.19746246016964636,-0.4008057924028165,-1.5206422744156964,-0.018701520288676728,-0.18175161897564945,-0.2893260116734658,-0.24459000500272451,tile_123
-0.3151320058453963,0.11217090435846655,-0.603990173773769,-0.6070236899701109,-0.1864875951055859,0.34732892769621543,-0.42001312409780195,tile_124
-0.5113995257881402,2.677054388164865,-1.8787231936076962,-2.931713122546927,-0.23161646365635707,0.5596633363931043,-1.1620312349934554,tile_125
-0.4542178496823601,-0.4008057924028136,-1.3859786839528563,-0.030199164217961275,-0.09748816051770805,1.059047663812399,-0.2870656035389678,tile_126
0.43263472766551514,-0.9137824891640933,-0.8353624748795918,2.3318190398997487,-0.13500376897200567,0.939326601958489,0.31841255852015354,tile_127
-0.33984517079734,-0.4008057924028116,0.6485010723013975,-0.42855742903410854,-0.10399775755913312,0.05458656985419413,-0.09225534303307652,tile_128
-0.056816180421321125,-0.9137824891640933,-0.7265061679650605,0.655882687712618,0.032713966166482644,-0.9520557103603945,-0.07891150478550474,tile_129
