latitude,longitude,status_id,water_source_category,distance_to_primary_road,distance_to_secondary_road,distance_to_tertiary_road,distance_to_city,distance_to_town,local_population_1km,water_point_population,pressure_score,is_urban
-0.15853,35.197861,Yes,Piped Water,7155.0492803541565,14.106664759231322,421.0981574605077,24895.561701686624,1175.1472514422974,8674.273192902983,3972.066832649461,64.14787767135167,false
-0.7602741,35.0147968,Yes,Piped Water,46.44706673115322,4678.253433921738,8.771119896457472,29272.36350589736,7779.30422440756,2662.0658381018275,977.576496796639,3.1262439151409818,false
-0.17417,34.919712,Yes,Piped Water,1778.030882009083,10354.360272742571,211.0904636748881,20041.27200083546,211.092064390944,6824.430749966691,380.27249816417486,1.2675749938805834,false
-0.15920299,35.198833,No,Piped Water,7188.245132024559,102.03611705469552,368.0335834661056,24785.557618771985,1296.5155642510065,8664.57094932776,3769.7440082562903,54.458667179783184,false
-0.18456601,34.918015,Yes,Piped Water,2260.141130293328,10623.980496033617,1349.8747619960004,20350.98806008726,1349.8556114263076,4509.116474841072,575.8896493163107,11.400733184396893,false
-0.17821801,34.927704,Yes,Piped Water,978.9264894425858,11284.328798379189,1162.706448630001,21035.36584947389,1162.733796160865,5641.055064865678,297.5104899179511,1.770077490050875,false
-0.156735,35.197754,Yes,Piped Water,7278.920217404277,184.25941827278908,301.3972942538712,25083.62194723585,1142.369788168321,8709.287341072792,4096.799418772537,68.1753155115543,false
-0.270762,34.9714059,Yes,Piped Water,11358.529493735196,18.508567138719997,111.2555076944088,30483.3907997027,12341.962449557775,3951.875346171503,1083.4795698494606,3.6115985661648686,false
-0.15296499,35.199989,Yes,Piped Water,7745.220302266392,565.055205601635,73.75121795952406,25377.79810463875,1445.561737638811,8738.028619103785,3767.90171492179,39.8870016684504,false
-0.169367,35.233757,Yes,Piped Water,9955.018871370095,528.5529435449885,3769.7848577405584,22495.420448773028,5342.135095980833,1420.5376339156494,306.1434096313894,1.690301306102379,false
-0.3917233,34.9621633,No,Piped Water,23733.96541002867,430.2584758849489,3295.630461016371,35855.95712891929,11175.574645278224,2406.480320735936,1740.8979594571465,5.80299319819049,false
-1.0371,35.169,Yes,Well,29835.357611060608,6919.768124316904,4181.541253338488,60392.86071981576,30169.32776343215,911.0,875.0,2.916666666666666,false
-0.1388033,34.9739777,No,Piped Water,2024.8792356977092,9357.457090347212,1755.4705550575784,24787.99135461742,7158.888092150897,1308.2446921882067,101.43044138908347,0.33810147129694473,false
-0.169369,35.231247,Yes,Piped Water,9696.885720746306,335.82680164721586,3508.059517717657,22565.333141008392,5073.381580070882,1392.8215319599026,308.0311300340937,3.816848772658538,false
-0.1548105,35.0744306,No,Piped Water,625.3663931019485,107.2041405459886,653.7402984236663,33000.57625884308,646.5707674353811,4650.381376403008,1133.1648380017336,7.299112514248255,false
-0.292906,34.9494261,No,Piped Water,13182.623540249371,417.653487972107,2251.8581474007624,30228.693311894174,13748.589420251954,1521.0617270211462,675.5653241117187,2.2518844137057292,false
-0.17205399,35.232727,Yes,Piped Water,9739.190444811988,252.71669093047268,3775.39863276512,22236.24661890745,5320.023341410899,1351.7308791609912,313.08765605651905,4.793411276528734,false
-0.154893,35.19968,Yes,Piped Water,7574.604591852423,358.2493463701443,24.48422839410321,25192.16456238604,1368.484675461073,8734.768012835275,3765.1788879220458,40.57196964195064,false
-0.159545,35.196075,Yes,Piped Water,6931.811355645947,102.57375282966892,637.7327592496507,24868.82767689303,1011.9162658462928,8579.611188135006,4020.7037574835445,72.50334506828823,false
-0.155626,35.201805,Yes,Piped Water,7696.932890338654,249.1983205540934,96.60479037353764,25030.164510295097,1596.18578105792,8740.486145902121,3689.444155192615,32.193202738900034,false
-0.175218,34.925526,Yes,Piped Water,1133.3109607414451,11307.173456472596,790.0746677308533,20682.455971250823,790.1082230083806,7092.349363686166,342.0779683445487,5.091827394465294,false
-0.3334954,34.9376503,No,Piped Water,17583.038832338036,2531.022847888717,2.581539532652869,32668.492040244764,15354.282707379823,1495.8239950694895,952.7017853890009,3.1756726179633366,false
-0.159401,35.196056,Yes,Piped Water,6940.845755106581,86.53524736464803,628.2644747256326,24884.31275926569,1004.7674021078926,8565.037947689656,4031.4666993195115,74.17891320817462,false
-0.17039201,35.235607,Yes,Piped Water,10104.396061887175,621.9072990106588,4002.047114379349,22335.711052736617,5571.060727782643,1411.650951032678,308.0198192644223,2.216329827313622,false
-0.15848801,35.194202,Yes,Piped Water,6857.552337040054,18.22889865171361,741.7551622187125,25058.263271780823,777.6358917399982,8637.736284042274,4004.0017462901305,67.09114356922971,false
-0.177094,34.925659,Yes,Piped Water,1152.15745483906,11438.583454147112,904.5943321434896,20777.12876699892,904.6207529754944,6596.125953774435,310.1037361327007,4.765035147504535,false
-0.18140601,34.929775,Yes,Piped Water,1008.3254030761074,10866.66284566896,1558.6764165509717,21387.88186649743,1558.6996683795794,4350.825082827973,244.93343890751177,0.8164447963583727,false
-0.3691835,34.9043149,Yes,Piped Water,21809.179824385243,15.378918755288096,24.354569792728,33855.85690954475,17801.02455377081,1407.6524900661411,928.2020166366982,3.094006722122327,false
-0.15847,35.195053,Yes,Piped Water,6928.000064632796,22.00871568231265,657.1518398823513,25022.74759843006,868.5103641331453,8620.56690213075,4032.5684351104383,70.18792496024614,false
-0.16043,35.198269,Yes,Piped Water,7052.815307540924,228.2920686847012,490.4469244540577,24684.084559216382,1274.8161797080918,8658.663969807927,3843.7812899049363,56.72927078671212,false
-1.350063,35.568571,Yes,Well,37580.67958611778,4163.898437967489,7023.940898351221,116658.28023481678,44405.74986172723,12.0,12.0,0.04,false
-0.363997,34.9503752,No,Piped Water,21018.11173939065,2045.4187347592076,892.9563661118549,36200.27099289845,12876.570411009876,1631.0526805857462,1119.0869749322437,3.7302899164408125,false
-0.17814399,34.926464,Yes,Piped Water,1102.6461385726402,11352.609659880009,1045.522934872143,20905.419268518654,1045.5477605299416,6060.44813582745,295.61993525672585,2.726605356883043,false
-0.174826,34.931019,Yes,Piped Water,520.3014759084965,11791.466432782734,1364.1157210369222,21231.4372169101,1364.1550397515816,6067.683832275778,384.57717802433535,1.9567151609677085,false
-1.0465,35.1867,Yes,Well,28537.171405244848,6841.434910215996,3395.8117676255592,62551.929129868266,28757.813842543703,438.0,438.0,1.46,false
-0.155688,35.200874,Yes,Piped Water,7614.459107947555,253.3321716717493,1.374606586071895,25061.5329036286,1492.3219898801958,8734.480949196224,3701.960434845334,34.918801757717475,false
-1.18367,35.580936,Yes,Well,19893.540982811413,14596.025610152734,14765.617294825845,96230.15988584983,32397.67993197825,104.0,104.0,0.346666666666667,false
-0.15587699,35.201241,Yes,Piped Water,7631.362477480239,226.86713668536015,27.9848845017742,25027.14746146551,1531.9800092503228,8736.814503651409,3688.7253902479756,33.06455529389811,false
-0.753875,35.0240417,Yes,Piped Water,646.6844842192044,5924.309589579923,1183.3736627214478,30013.34088898113,8703.040019939672,1599.3430242600205,640.6551223388028,2.9602227551811016,false
-0.15914699,35.197842,No,Piped Water,7108.5658106749015,81.49263303567884,464.4073161096267,24833.337019980827,1187.8545909680624,8659.548433134738,3922.264440638552,62.06388327710893,false
-0.176966,34.924217,Yes,Piped Water,1305.1691165170669,10931.19162246117,769.2452059618663,20624.114144059764,769.2675393932102,6982.528524407183,313.6627688412675,5.881120242481806,false
-0.15886199,35.195774,Yes,Piped Water,6957.529739973019,24.6664085596188,613.9141505242588,24951.439126940462,957.2604585183586,8555.050151367286,4048.4593817029827,75.88463511090622,false
-0.158529,35.199738,No,Piped Water,7313.28187112124,41.55365382188808,244.53006376577636,24816.591956274737,1380.8860633936904,8660.520753531533,3526.5581249961083,54.76290037028035,false
-0.172574,35.232773,Yes,Piped Water,9723.64228985012,226.8815551272524,3770.336383715862,22179.325843822942,5343.689248396515,1364.7328056441063,311.8372082721812,4.345688274158884,false
-0.2873936,34.9465017,No,Piped Water,12541.972883438732,213.5810341000912,2602.43207187426,29571.76892185241,13078.698939101008,1760.7405771075378,862.2663270100478,2.874221090033492,false
-0.18302099,34.917973,Yes,Piped Water,2185.23132323307,10546.531241877963,1180.1329103956623,20271.566040739825,1180.1131031354716,5018.408394452105,596.7272021013218,7.178436522640653,false
-0.155,35.199623,Yes,Piped Water,7560.111653635618,343.5499831477804,34.78544706784784,25179.7964009608,1361.1147731413578,8734.453142088056,3766.7001905420057,40.80115020938437,false
-1.4827554,35.301,Yes,Well,59473.369499371,4701.714254535973,5893.915647264474,107752.2536027226,61672.22791246822,509.0,509.0,1.696666666666667,false
-0.15553901,35.200123,Yes,Piped Water,7563.012888588342,281.00724373802507,6.395757266435396,25107.573656210552,1410.0698745728585,8732.055266735579,3732.054909941757,38.365338001890144,false
-0.157445,35.195583,Yes,Piped Water,7048.551785125232,133.07886422606242,553.3834267733722,25104.019590922908,906.1881265811326,8663.359416070984,4085.830881333659,70.41011284227989,false
-0.159889,35.196709,Yes,Piped Water,6959.561907816926,147.20502941422777,613.5955807664939,24806.30434531715,1091.164289997946,8620.34162668187,3975.720488196328,67.04842823323908,false
-0.156223,35.199097,Yes,Piped Water,7427.544565486509,220.64990672024916,143.23953206608027,25079.74984527725,1292.0669009741391,8729.684952603158,3787.916727540301,44.26361172153845,false
-0.176981,34.925247,Yes,Piped Water,1193.680378674961,11394.004794066092,860.0156459865857,20730.059007405984,860.0413577545854,6885.563338144843,321.21374656140694,5.787150702020994,false
-0.19307099,34.918457,Yes,Piped Water,2810.099393052143,10387.136384898697,2286.61829651341,20828.501566146264,2286.6014751442344,2541.075607936949,509.3868625284274,4.127723480265959,false
-0.17729101,34.927715,Yes,Piped Water,939.2400983097616,11376.099472266944,1110.3406109552443,20996.12731091004,1110.3707429158333,5906.611821358638,312.5669459249003,1.7518947567046463,false
-0.380675,34.9148717,Yes,Piped Water,22915.90689589569,868.9563226877365,1384.0365540825717,35543.22391111728,16490.783565958765,1525.11942718806,932.9679244608466,3.1098930815361547,false
-0.169254,35.230972,Yes,Piped Water,9673.647784390889,325.2365912627116,3474.919735238328,22585.49897401809,5040.434433530747,1392.8463669603175,308.1296001723995,3.7519004648838963,false
-0.3677582,34.9841378,No,Piped Water,20496.85779283731,272.3285133743133,20.9991644509378,33302.30176827835,9144.72740641045,3063.602474127407,2186.2379692020077,7.287459897340026,false
-0.157371,35.196045,Yes,Piped Water,7091.671072541283,137.12129835699545,503.3858381990129,25091.604793661063,956.4749555865774,8682.815519880689,4140.832559584025,72.42998521315258,false
-0.18004601,34.917019,Yes,Piped Water,2166.323537990125,10314.519241437987,873.9844350246742,20033.852594237236,873.9583340650851,5983.154933980656,692.9742707365263,2.3614934989014427,false
-0.3577657,34.9088762,Yes,Piped Water,20483.8412930448,1252.6884580079477,41.72813244096488,33025.74251241339,17530.660165054473,1260.9297515623987,1034.67687301907,3.448922910063566,false
-0.17471699,34.924511,Yes,Piped Water,1243.7027161987753,10863.449448867988,664.424655373895,20556.83103022076,664.4585087688425,7160.000000000001,355.00000000000006,4.74303704462018,false
-0.3412291,34.9368974,No,Piped Water,18437.31815226681,3236.3101331195835,407.8791978997997,33288.91715923908,15089.138459677974,1425.3300541943954,898.1424423398474,2.993808141132824,false
-0.169631,35.234283,Yes,Piped Water,9998.288744112391,551.871014993068,3834.758717226275,22452.819415747217,5406.356489512809,1424.7343700603385,305.7374214014008,1.408835758831755,false
-0.1775795,34.9151158,Yes,Piped Water,2314.63136316648,10012.670849214976,718.0055072285161,19726.659114422888,717.966928490688,5928.010136699492,554.882038103492,1.849606793678307,false
-0.15863299,35.199223,No,Piped Water,7262.160199751494,45.33443715736121,301.2045357977364,24827.48663356137,1326.3040697376407,8691.927753459315,3637.063111588416,46.524086417026446,false
-0.16018,35.197487,Yes,Piped Water,7000.912303731845,192.46528309858437,553.43662367288,24740.98514504199,1183.007028334219,8646.498540691948,3910.669762835941,61.50258529374266,false
-0.158783,35.197575,Yes,Piped Water,7112.667364318254,37.75936270954303,462.7798835522336,24881.90343100237,1149.6470592400915,8663.082105649364,3988.5793714135752,65.54210348515723,false
-0.170664,35.231907,Yes,Piped Water,9710.27302103645,280.88474331874363,3629.976806354528,22408.10101783001,5185.317407525503,1383.8690524603433,307.1120136335378,5.175557522931557,false
-1.08847,35.1411,Yes,Well,35244.87614018177,10143.47727016851,10221.577997536177,62239.01239862072,30378.79499340797,187.0,187.0,0.623333333333333,false
-0.15431599,35.199207,Yes,Piped Water,7579.500006818038,428.0214630220022,52.857180969730095,25270.91995641725,1326.562119632585,8736.834873383621,3789.314840517503,42.11970719625482,false
-0.18051,34.939377,Yes,Piped Water,765.0358350570754,10542.158222189566,1188.6650065982735,22330.75171927143,2438.8007513429134,2511.82026011627,291.2981966545263,0.9709939888484214,false
-0.155829,35.200535,Yes,Piped Water,7575.866133256732,243.0514829769273,42.20086723005336,25060.87387696062,1453.7506558608566,8731.90617619234,3706.887920477061,36.08386311034271,false
-0.160207,35.197472,Yes,Piped Water,7000.912303731845,192.46528309858437,553.43662367288,24740.98514504199,1183.007028334219,8646.294460300081,3910.7814524789105,61.50479259860305,false
-0.4028478,34.941759,No,Piped Water,25259.329605943312,1237.664588993298,3766.4063520684495,35267.32466766286,13496.148989516076,1833.9702469834801,1165.0410845822241,3.883470281940748,false
-0.457384705543518,34.92838668823242,Yes,Well,29448.968392649906,7416.638351781027,2666.133526156711,29482.504220615097,12103.355775015956,1577.0,1284.0,4.28,false
-0.159394,35.19495,Yes,Piped Water,6850.145805243229,80.13052157243732,722.6174501664584,24933.335133084784,888.5557927247228,8612.431569801061,4006.094197967217,69.13142952989237,false
-0.28897,34.9824067,No,Piped Water,13678.015918464118,2361.973167689564,1063.4772846543462,32691.76707776971,14505.56038500009,1508.7809384192979,977.0516896727229,3.2568389655757426,false
-0.15972599,35.196266,Yes,Piped Water,6934.415371021647,124.43759508350804,637.1461529614185,24842.104627236404,1038.6592806613992,8597.414458635218,4004.1243578986873,70.27545696991764,false
-0.15736599,35.19709,Yes,Piped Water,7177.285000559777,124.5348638682388,399.7634389445816,25047.315261386324,1072.2578646132438,8795.543424499856,4556.185132522241,89.52553163973245,false
-0.15476499,35.199638,No,Piped Water,7580.760814935029,372.8690373386404,24.17632362035698,25207.04504703216,1365.7951713304917,8735.206442673163,3768.4472854957926,40.73645497037336,false
-0.175293,34.925781,Yes,Piped Water,1105.6310137458624,11335.236092776266,819.4379969161396,20711.841670225007,819.471689301446,7092.083218557941,342.0271316346628,5.071040518197586,false
-0.3705556,34.9177309,No,Piped Water,21771.470129229125,10.11002875610309,1385.2443456689375,34746.62941455146,16301.450478762154,1354.8363680513417,948.5339075420378,3.161779691806792,false
-0.189061,34.91703,Yes,Piped Water,2627.900395260345,10752.921095650214,1855.467713512401,20479.194344272728,1855.4470266263088,3325.431187534641,627.4008533331538,9.021395553757054,false
-0.15503301,35.199631,Yes,Piped Water,7560.111653635618,343.5499831477804,34.78544706784784,25179.7964009608,1361.1147731413578,8734.323977958315,3765.906176491097,40.76797622798411,false
-0.381932,34.9061896,Yes,Piped Water,23171.26292843959,909.7426306314348,906.007915424138,35188.55926135486,17444.64135303378,1352.4204922016847,978.1694846243087,3.2605649487476955,false
-0.40397,34.963731,Yes,Well,24140.726933018537,1697.1535731247643,4127.167964188976,35812.832452807976,11074.881040540751,1861.0,1685.0,5.616666666666666,false
-0.15263399,35.202137,Yes,Piped Water,7945.010688594078,579.3234033126079,47.99579092454271,25325.585347963784,1685.8705352018903,8739.305755614969,3736.658628395081,36.78148694859185,false
-0.16953801,35.230301,Yes,Piped Water,9592.620047411054,252.35706797242133,3417.121245167215,22574.56445611934,4977.741405428428,1390.6192611061558,308.3826476845583,3.8218732817192627,false
-0.3055983,35.0281587,Yes,Piped Water,14414.6851073307,7378.230606978944,1.521060538998751,29191.78872025436,10334.081821649506,1853.6565844634638,1376.0272333484274,4.586757444494759,false
-0.157977,35.195141,Yes,Piped Water,6972.424130083521,76.49512986317562,623.0290891912472,25069.057003424303,866.2655486666712,8638.053328579384,4046.643356837706,69.79653402891363,false
-0.3847383,34.9830281,No,Piped Water,21295.52527185123,481.2193507668944,1819.609432334864,33485.670506933784,8893.211979910333,3526.3998279209477,2433.8877753207944,8.112959251069313,false
-0.179057,34.927719,Yes,Piped Water,1019.9905478503796,11200.209385201144,1217.832484736472,21073.79263827788,1217.857459646936,5500.301909220804,287.4337004155778,1.5607017509297187,false
-0.17513201,34.925663,Yes,Piped Water,1117.4567939615445,11314.3109792971,800.4726260968356,20692.850629953984,800.506755626054,7099.984914219816,343.5364442891784,4.976271308714891,false
-0.155499,35.19931,Yes,Piped Water,7500.326792067854,298.3214190638475,85.97653848840363,25146.467745059155,1320.8072585182872,8733.022342463968,3779.5905016757715,42.39929868948193,false
-0.154512,35.199295,Yes,Piped Water,7571.831639366175,405.2973895994347,50.85633662659512,25247.159412530644,1332.4003073409897,8736.31161901293,3785.4453987897114,41.92921790575193,false
-0.153144,35.200199,Yes,Piped Water,7748.692819546481,542.272916731933,46.96712019543018,25350.834582202213,1462.885880374639,8737.892297880384,3762.40850515629,39.43900079389966,false
-0.17122699,35.23164,Yes,Piped Water,9659.575311250695,216.1585048364786,3627.500766003453,22355.544632059653,5176.1986491032585,1372.0855380190822,309.870637504098,4.721519844553015,false
-0.3548158,34.9405789,Yes,Piped Water,19946.61355614694,1926.5824188446304,373.3859011670932,34733.66392244989,14199.974207771893,1346.4645414069132,945.9598918812084,3.153199639604028,false
-0.15903699,35.195976,Yes,Piped Water,6961.15696673776,45.71742257155311,608.3029201846141,24924.847722050607,984.2159004544476,8514.511203603084,4055.0396547002183,79.14230870766792,false
-0.15831999,35.190784,Yes,Piped Water,6599.136194299424,17.958849688302887,1084.5485740622482,25228.24246939847,416.56423571790737,8659.044803170984,3940.461984269535,61.25406817169931,false
-0.169659,35.23378,Yes,Piped Water,9945.215984813096,508.4641325991648,3783.1908279523545,22463.491060987308,5353.272273112709,1421.104951355138,307.5982593825327,1.7106107695111428,false
-0.3157564,34.8969564,Yes,Piped Water,16204.115371047636,71.09863367674822,21.87303985180981,28399.51482462066,16040.5181624585,2217.043192099295,901.7244315953327,3.005748105317776,false
-0.3407627,34.9330056,No,Piped Water,18387.661372214807,3225.9110032816743,323.33756304646664,32984.840255976254,15510.512094463324,1413.4138495922577,892.7070064998665,2.975690021666221,false
-0.173639,34.919422,Yes,Piped Water,1812.4133474664843,10304.350337094467,144.79355387173237,19988.547599102814,144.79260149130363,6623.601631967385,387.00493069575805,1.2900164356525274,false
-0.757045,34.9579017,Yes,Well,1772.594709868925,1979.167855216524,939.6541450774772,23274.162151568,2624.2680611505657,3975.0,1027.0,3.423333333333333,false
-0.7378573,34.9888817,Yes,Well,3065.6679194848657,4369.705804676043,1311.7008885507073,25747.02863982613,6435.040816339852,1329.0,604.0,2.013333333333333,false
-0.6100017,34.91625,Yes,Well,14928.582616223524,1637.288575712955,2106.290523508389,17782.878320903954,5218.929169246503,2479.0,778.0,2.593333333333333,false
-0.514721,34.9289017,Yes,Well,24454.557414345403,6090.48932642196,697.6664317773275,24782.76775667852,5785.809786376298,2930.0,608.0,2.026666666666667,false
